"행정구역","2021년03월_총인구수","2021년03월_세대수","2021년03월_세대당 인구","2021년03월_남자 인구수","2021년03월_여자 인구수","2021년03월_남여 비율"
"경상북도 안동시 명륜동(4717052000)","4,981","2,440","          2.04","2,382","2,599","          0.92"
"경상북도 안동시 용상동(4717055500)","22,176","10,284","          2.16","11,012","11,164","          0.99"
"경상북도 안동시 서구동(4717058500)","9,134","4,406","          2.07","4,398","4,736","          0.93"
"경상북도 안동시 태화동(4717060000)","13,176","6,465","          2.04","6,559","6,617","          0.99"
"경상북도 안동시 평화동(4717062000)","6,274","2,942","          2.13","3,036","3,238","          0.94"
"경상북도 안동시 안기동(4717063000)","6,192","2,779","          2.23","3,074","3,118","          0.99"
"경상북도 안동시 옥동(4717065000)","21,581","9,552","          2.26","10,279","11,302","          0.91"
"경상북도 안동시 송하동(4717066000)","16,167","7,024","          2.30","7,867","8,300","          0.95"
"경상북도 안동시 강남동(4717069000)","10,419","4,121","          2.53","5,137","5,282","          0.97"
"경상북도 구미시 (4719000000)","414,953","181,067","          2.29","213,131","201,822","          1.06"
"경상북도 구미시 선산읍(4719025000)","14,856","6,762","          2.20","7,352","7,504","          0.98"
"경상북도 구미시 고아읍(4719025300)","37,916","14,563","          2.60","19,220","18,696","          1.03"
"경상북도 구미시 산동읍(4719025600)","26,564","10,445","          2.54","13,879","12,685","          1.09"
"경상북도 구미시 무을면(4719031000)","1,867","1,021","          1.83","930","937","          0.99"
"경상북도 구미시 옥성면(4719032000)","1,707","922","          1.85","879","828","          1.06"
"경상북도 구미시 도개면(4719033000)","2,209","1,149","          1.92","1,131","1,078","          1.05"
"경상북도 구미시 해평면(4719034000)","4,084","2,162","          1.89","2,126","1,958","          1.09"
"경상북도 구미시 장천면(4719036000)","3,155","1,633","          1.93","1,612","1,543","          1.04"
"경상북도 구미시 송정동(4719051000)","24,217","10,693","          2.26","11,954","12,263","          0.97"
"경상북도 구미시 원평1동(4719052000)","3,775","2,746","          1.37","2,112","1,663","          1.27"
"경상북도 구미시 원평2동(4719053000)","3,091","1,859","          1.66","1,608","1,483","          1.08"
"경상북도 구미시 도량동(4719055100)","29,517","11,846","          2.49","14,456","15,061","          0.96"
"경상북도 구미시 지산동(4719055500)","2,216","1,080","          2.05","1,145","1,071","          1.07"
"경상북도 구미시 선주원남동(4719056500)","39,040","16,149","          2.42","19,841","19,199","          1.03"
"경상북도 구미시 형곡1동(4719058200)","14,514","5,895","          2.46","7,187","7,327","          0.98"
"경상북도 구미시 형곡2동(4719058300)","16,840","7,101","          2.37","8,467","8,373","          1.01"
"경상북도 구미시 신평1동(4719059000)","3,309","1,962","          1.69","1,851","1,458","          1.27"
"경상북도 구미시 신평2동(4719060000)","3,243","1,534","          2.11","1,761","1,482","          1.19"
"경상북도 구미시 비산동(4719061000)","13,271","5,494","          2.42","6,974","6,297","          1.11"
"경상북도 구미시 광평동(4719063000)","4,376","2,078","          2.11","2,342","2,034","          1.15"
"경상북도 구미시 상모사곡동(4719064500)","30,957","12,892","          2.40","16,119","14,838","          1.09"
"경상북도 구미시 임오동(4719066000)","18,815","7,273","          2.59","9,817","8,998","          1.09"
"경상북도 구미시 인동동(4719067000)","48,279","22,322","          2.16","24,951","23,328","          1.07"
"경상북도 구미시 진미동(4719068000)","16,324","10,829","          1.51","8,805","7,519","          1.17"
"경상북도 구미시 양포동(4719069000)","46,408","18,498","          2.51","24,184","22,224","          1.09"
"경상북도 구미시 공단동(4719070000)","4,403","2,159","          2.04","2,428","1,975","          1.23"
"경상북도 영주시 (4721000000)","102,738","49,869","          2.06","50,945","51,793","          0.98"
"경상북도 영주시 풍기읍(4721025000)","10,662","5,469","          1.95","5,254","5,408","          0.97"
"경상북도 영주시 이산면(4721031000)","2,358","1,206","          1.96","1,221","1,137","          1.07"
"경상북도 영주시 평은면(4721032000)","1,446","792","          1.83","731","715","          1.02"
"경상북도 영주시 문수면(4721033000)","1,958","1,125","          1.74","997","961","          1.04"
"경상북도 영주시 장수면(4721034000)","2,183","1,149","          1.90","1,103","1,080","          1.02"
"경상북도 영주시 안정면(4721035000)","3,017","1,593","          1.89","1,529","1,488","          1.03"
"경상북도 영주시 봉현면(4721036000)","2,737","1,414","          1.94","1,383","1,354","          1.02"
"경상북도 영주시 순흥면(4721037000)","2,016","1,113","          1.81","1,016","1,000","          1.02"
"경상북도 영주시 단산면(4721038000)","1,879","1,079","          1.74","938","941","          1.00"
"경상북도 영주시 부석면(4721039000)","3,101","1,729","          1.79","1,536","1,565","          0.98"
"경상북도 영주시 상망동(4721051000)","7,737","3,525","          2.19","3,865","3,872","          1.00"
"경상북도 영주시 하망동(4721052500)","6,262","2,953","          2.12","2,995","3,267","          0.92"
"경상북도 영주시 영주1동(4721055000)","4,049","2,278","          1.78","1,960","2,089","          0.94"
"경상북도 영주시 영주2동(4721056000)","3,542","1,781","          1.99","1,701","1,841","          0.92"
"경상북도 영주시 휴천1동(4721059000)","6,621","2,786","          2.38","3,293","3,328","          0.99"
"경상북도 영주시 휴천2동(4721060000)","8,220","4,024","          2.04","4,054","4,166","          0.97"
"경상북도 영주시 휴천3동(4721061000)","7,945","3,593","          2.21","3,959","3,986","          0.99"
"경상북도 영주시 가흥1동(4721062000)","19,021","8,553","          2.22","9,565","9,456","          1.01"
"경상북도 영주시 가흥2동(4721063000)","7,984","3,707","          2.15","3,845","4,139","          0.93"
"경상북도 영천시 (4723000000)","102,383","53,423","          1.92","52,119","50,264","          1.04"
"경상북도 영천시 금호읍(4723025000)","11,020","6,222","          1.77","5,777","5,243","          1.10"
"경상북도 영천시 청통면(4723031000)","4,135","2,329","          1.78","2,141","1,994","          1.07"
"경상북도 영천시 신녕면(4723032000)","3,871","2,315","          1.67","1,892","1,979","          0.96"
"경상북도 영천시 화산면(4723033000)","3,240","1,785","          1.82","1,685","1,555","          1.08"
"경상북도 영천시 화북면(4723034000)","2,215","1,301","          1.70","1,097","1,118","          0.98"
"경상북도 영천시 화남면(4723035000)","3,207","1,832","          1.75","1,676","1,531","          1.09"
"경상북도 영천시 자양면(4723036000)","1,215","763","          1.59","601","614","          0.98"
"경상북도 영천시 임고면(4723037000)","4,246","2,357","          1.80","2,150","2,096","          1.03"
"경상북도 영천시 고경면(4723038000)","5,957","3,612","          1.65","3,310","2,647","          1.25"
"경상북도 영천시 북안면(4723039000)","4,477","2,609","          1.72","2,301","2,176","          1.06"
"경상북도 영천시 대창면(4723040000)","3,104","1,808","          1.72","1,642","1,462","          1.12"
"경상북도 영천시 동부동(4723051000)","29,067","13,082","          2.22","14,351","14,716","          0.98"
"경상북도 영천시 중앙동(4723052000)","9,923","4,688","          2.12","4,989","4,934","          1.01"
"경상북도 영천시 서부동(4723053500)","4,827","2,731","          1.77","2,405","2,422","          0.99"
"경상북도 영천시 완산동(4723054000)","7,692","3,581","          2.15","3,831","3,861","          0.99"
"경상북도 영천시 남부동(4723055500)","4,187","2,408","          1.74","2,271","1,916","          1.19"
"경상북도 상주시 (4725000000)","96,855","49,049","          1.97","47,455","49,400","          0.96"
"경상북도 상주시 함창읍(4725025000)","6,539","3,413","          1.92","3,137","3,402","          0.92"
"경상북도 상주시 중동면(4725031000)","1,408","795","          1.77","689","719","          0.96"
"경상북도 상주시 사벌국면(4725032500)","3,871","2,089","          1.85","1,896","1,975","          0.96"
"경상북도 상주시 낙동면(4725033000)","3,025","1,691","          1.79","1,469","1,556","          0.94"
"경상북도 상주시 낙동면동부출장소(4725033500)","998","566","          1.76","491","507","          0.97"
"경상북도 상주시 청리면(4725034000)","2,639","1,432","          1.84","1,291","1,348","          0.96"
"경상북도 상주시 공성면(4725035000)","3,978","2,149","          1.85","1,954","2,024","          0.97"
"경상북도 상주시 외남면(4725036000)","1,659","884","          1.88","831","828","          1.00"
"경상북도 상주시 내서면(4725037000)","1,958","1,079","          1.81","999","959","          1.04"
"경상북도 상주시 모동면(4725038000)","2,576","1,324","          1.95","1,291","1,285","          1.00"
"경상북도 상주시 모서면(4725039000)","1,738","963","          1.80","881","857","          1.03"
"경상북도 상주시 모서면서부출장소(4725039500)","760","428","          1.78","364","396","          0.92"
"경상북도 상주시 화동면(4725040000)","1,986","1,077","          1.84","998","988","          1.01"
"경상북도 상주시 화서면(4725041000)","2,765","1,466","          1.89","1,347","1,418","          0.95"
"경상북도 상주시 화북면(4725042000)","1,226","678","          1.81","616","610","          1.01"
"경상북도 상주시 화북면서부출장소(4725042600)","332","209","          1.59","172","160","          1.08"
"경상북도 상주시 외서면(4725043000)","2,721","1,497","          1.82","1,289","1,432","          0.90"
"경상북도 상주시 은척면(4725044000)","1,143","664","          1.72","526","617","          0.85"
"경상북도 상주시 은척면북부출장소(4725044500)","378","227","          1.67","200","178","          1.12"
"경상북도 상주시 공검면(4725045000)","2,123","1,208","          1.76","1,004","1,119","          0.90"
"경상북도 상주시 이안면(4725046000)","2,048","1,172","          1.75","984","1,064","          0.92"
"경상북도 상주시 화남면(4725047000)","821","502","          1.64","396","425","          0.93"
"경상북도 상주시 남원동(4725052000)","12,113","5,466","          2.22","5,922","6,191","          0.96"
"경상북도 상주시 북문동(4725053000)","9,071","4,280","          2.12","4,517","4,554","          0.99"
